beta,acc_reconstruida,acc_guardada,conf_media,conf_std,entropia_media,entropia_std,conf_correcta,conf_incorrecta,brecha_confianza,ece,logit_std,logit_mean_abs,frac_saturada
500.0,0.9071,0.9071000218391418,0.8573898,0.17236002,0.44452563,0.42221078,0.8850537,0.587272,0.2977817,0.04973863403946163,5.0186357,3.7524722,0.04831666666666667
550.0,0.9072333333333333,0.9072333574295044,0.8634519,0.16969861,0.42645428,0.417418,0.8907261,0.5967161,0.29400998,0.0437945411508282,5.217253,3.8194137,0.06063333333333333
600.0,0.90325,0.9032500386238098,0.8625213,0.17376782,0.42457333,0.42869458,0.8904235,0.6020291,0.2883944,0.04073517366002005,5.4061923,3.8082662,0.06796666666666666
650.0,0.9019333333333334,0.9019333124160767,0.8652434,0.17022671,0.4142141,0.41608036,0.892839,0.6114431,0.2813959,0.03670268014470738,5.5437775,3.8718133,0.0637
700.0,0.8942833333333333,0.8942832946777344,0.8643522,0.17226627,0.4114953,0.41560447,0.89425266,0.6114166,0.28283608,0.029937436934312184,5.8822985,4.3263054,0.07525
750.0,0.8803,0.8803000450134277,0.8583184,0.175592,0.42226923,0.42122006,0.8900913,0.6246522,0.2654391,0.02204637877345084,7.614151,6.133415,0.07033333333333333
800.0,0.8743833333333333,0.8743833303451538,0.84732234,0.1851903,0.45137903,0.44478527,0.88160807,0.6086684,0.27293968,0.027067428996910666,8.955775,9.841855,0.07748333333333333
850.0,0.87955,0.8795499801635742,0.8573836,0.17890966,0.4229395,0.43038583,0.89015484,0.6180809,0.27207392,0.02216647008880974,9.605235,10.186198,0.08161666666666667
900.0,0.85095,0.8509499430656433,0.82829887,0.19543654,0.4962035,0.46620065,0.86842805,0.5991949,0.26923317,0.022651137966414277,8.877536,15.698288,0.06833333333333333
950.0,0.8413333333333334,0.841333270072937,0.83279914,0.19107604,0.47910467,0.44835454,0.8747719,0.6102378,0.26453412,0.008540591757496208,11.045345,16.57549,0.0761
1000.0,0.8319,0.8319000005722046,0.83221656,0.19511428,0.4785863,0.4613023,0.87698656,0.61065644,0.26633012,0.004848535591612239,10.0230055,20.041504,0.08336666666666667
1050.0,0.8256166666666667,0.8256166577339172,0.8329412,0.19377957,0.47542438,0.4563067,0.8785566,0.61697465,0.26158196,0.008083288773894302,11.87901,19.306086,0.08491666666666667
1100.0,0.8153,0.8152999877929688,0.8325818,0.19342147,0.4764535,0.45489484,0.8800942,0.6228537,0.25724047,0.01742342541416487,11.026756,24.077154,0.09293333333333334
1150.0,0.8027833333333333,0.8027833104133606,0.8296998,0.19345692,0.47919482,0.45086154,0.8786241,0.6305499,0.24807417,0.02699338952029746,11.399595,25.02944,0.08015
1200.0,0.8005833333333333,0.8005833625793457,0.8365485,0.19302383,0.46018925,0.45352218,0.885355,0.64060813,0.24474686,0.03613190594787399,13.3442955,23.381294,0.09868333333333333
1250.0,0.7795833333333333,0.7795833349227905,0.8255865,0.19568783,0.48584417,0.45474413,0.87794346,0.6404079,0.23753554,0.04601231466829777,12.392364,28.010576,0.08665
1300.0,0.7594833333333333,0.7594666481018066,0.82581806,0.1970437,0.4807612,0.45700794,0.8819017,0.6487217,0.23317999,0.06654700063740215,12.867362,29.3505,0.09798333333333334
1350.0,0.7685333333333333,0.7685333490371704,0.82822615,0.19294058,0.47585258,0.44603524,0.8806279,0.6542381,0.22638977,0.05997506999075414,13.371151,30.666956,0.0909
1400.0,0.7521166666666667,0.7521166205406189,0.8207056,0.19640735,0.49478605,0.45371518,0.87588865,0.6532717,0.22261697,0.06858895312746366,13.859232,32.26465,0.085
1450.0,0.7431166666666666,0.7431166768074036,0.82609427,0.19475308,0.47864306,0.44999325,0.88250446,0.6629103,0.21959418,0.08297769862463078,14.36576,33.691128,0.10121666666666666
1500.0,0.7426,0.7426000237464905,0.8337423,0.19194086,0.45507166,0.4412177,0.8900279,0.67135864,0.21866924,0.09114239057848851,14.975569,34.945377,0.10593333333333334
1550.0,0.7375,0.737500011920929,0.83603156,0.18992667,0.44693518,0.43523052,0.8909304,0.681792,0.2091384,0.09860584943244856,15.413567,36.36845,0.11901666666666667
1600.0,0.7455666666666667,0.7455666661262512,0.8373785,0.1891792,0.4456955,0.43396953,0.8911588,0.6797864,0.21137244,0.09183625264614821,15.891058,37.418705,0.11145
1650.0,0.73715,0.7371500134468079,0.8386913,0.18761562,0.43936965,0.42840347,0.8919475,0.68933684,0.20261067,0.10154125970701376,16.385643,38.58773,0.1177
1700.0,0.7278333333333333,0.7278333902359009,0.8422129,0.1878021,0.4264601,0.4293723,0.89513147,0.70069706,0.1944344,0.11437957463115454,16.6909,39.485027,0.13723333333333335
1750.0,0.7416166666666667,0.7416166663169861,0.85259557,0.18401466,0.40410158,0.42487282,0.9045966,0.7033412,0.20125544,0.11097891181608038,17.244047,40.996643,0.14776666666666666
1800.0,0.7096166666666667,0.7096166610717773,0.84195405,0.18488158,0.42561814,0.4183715,0.89459217,0.7133209,0.18127126,0.1323886850655079,17.760563,42.42731,0.1341
1850.0,0.7242333333333333,0.7242333292961121,0.850324,0.18334772,0.40484315,0.4173344,0.9030611,0.7118226,0.19123846,0.12613534569839638,18.19227,43.87206,0.14485
1900.0,0.70565,0.705633282661438,0.84500116,0.18369658,0.41679558,0.41604027,0.8976309,0.7188313,0.17879957,0.13935122721095883,18.819208,45.010315,0.14646666666666666
1950.0,0.7079833333333333,0.7079833149909973,0.8520015,0.18108398,0.39719215,0.40815854,0.90445995,0.7248181,0.17964184,0.14407547452896832,19.317896,46.314148,0.14445
