beta,acc_reconstruida,acc_guardada,conf_media,conf_std,entropia_media,entropia_std,conf_correcta,conf_incorrecta,brecha_confianza,ece,logit_std,logit_mean_abs,frac_saturada
1.0,0.6473166666666667,0.6473166346549988,0.105536826,0.0029095835,2.3020873,0.00040386923,0.106239006,0.10424799,0.0019910187,0.5417798407117526,0.031820606,0.02449148,0.0
50.0,0.8296833333333333,0.8296833038330078,0.44643041,0.17558345,1.6968263,0.37879816,0.4795505,0.28508863,0.19446188,0.38325291951000684,1.0896614,0.8670907,0.0
100.0,0.84455,0.8445500135421753,0.6174466,0.21170416,1.2129118,0.5098999,0.65928006,0.39016828,0.26911178,0.2271033712916076,1.7836839,1.6104114,0.0
150.0,0.84435,0.8443499803543091,0.689546,0.21197987,0.97738516,0.5194777,0.7328808,0.45446903,0.27841175,0.15480722211052975,2.2584746,1.6749198,0.0005166666666666667
200.0,0.8148666666666666,0.8148666620254517,0.7125629,0.21511444,0.8850599,0.52629894,0.76347536,0.48847124,0.27500412,0.10230374633843703,2.8304517,2.6630702,0.004683333333333334
250.0,0.7492666666666666,0.7492667436599731,0.7057143,0.21600212,0.86716735,0.5148444,0.76882553,0.5171189,0.25170666,0.043552374764780195,3.6077905,4.764134,0.007983333333333334
300.0,0.3893666666666667,0.38938331604003906,0.6473587,0.18656579,0.99974614,0.4346511,0.7296425,0.59489095,0.13475156,0.25799206080983084,4.3434706,9.437583,0.00155
350.0,0.3599833333333333,0.3599833548069,0.6553547,0.18874933,0.94996446,0.42739466,0.7446524,0.60512835,0.13952404,0.29538857363760473,5.0812182,11.977648,0.0013
400.0,0.3935,0.3935166597366333,0.6192474,0.18052946,0.97235936,0.4015032,0.70121354,0.56606716,0.13514638,0.22574731950312854,6.026896,14.269274,0.00023333333333333333
450.0,0.3436,0.34359997510910034,0.6857042,0.18712035,0.82545274,0.40831593,0.7315662,0.6616971,0.0698691,0.342104138105611,6.588135,16.242174,0.0012
500.0,0.3137666666666667,0.3137666583061218,0.76620793,0.18806867,0.6438554,0.4139314,0.7987113,0.75134623,0.04736507,0.45251700963452457,7.175614,18.164719,0.007716666666666667
550.0,0.37915,0.37915000319480896,0.72126853,0.18865702,0.7421157,0.4079624,0.78241795,0.683925,0.09849298,0.3421185959617297,8.388912,20.780874,0.009166666666666667
