beta,acc_reconstruida,acc_guardada,conf_media,conf_std,entropia_media,entropia_std,conf_correcta,conf_incorrecta,brecha_confianza,ece,logit_std,logit_mean_abs,frac_saturada
550.0,0.7551,0.7550999522209167,0.7361575,0.22679348,0.7675613,0.5481651,0.7988648,0.5428119,0.2560529,0.01950872396801908,6.180679,12.311055,0.023833333333333335
600.0,0.7291333333333333,0.7291333079338074,0.7298556,0.22083028,0.7756431,0.5200004,0.7948568,0.5548819,0.23997492,0.010680046147356426,6.6902256,13.54947,0.012783333333333334
650.0,0.7014,0.7013999819755554,0.72029227,0.22064097,0.79037434,0.51250774,0.78871036,0.5595808,0.22912955,0.019559765550990878,7.298696,15.16275,0.013366666666666667
700.0,0.6731,0.6730999946594238,0.72051495,0.21066055,0.78638166,0.4811772,0.7869087,0.5838076,0.2031011,0.047419327758004254,7.809467,16.547676,0.0125
750.0,0.6466833333333334,0.6466833353042603,0.7330089,0.21312296,0.7497374,0.49098,0.8027012,0.6054496,0.19725156,0.08632556280617913,8.261111,18.052319,0.01633333333333333
800.0,0.62465,0.6246499419212341,0.73616385,0.2096224,0.7381964,0.48089176,0.80627745,0.6194822,0.18679523,0.11152212552080554,8.832525,19.52371,0.02325
850.0,0.6127,0.6127000451087952,0.74779266,0.2085848,0.7067104,0.4804988,0.8179371,0.6368255,0.18111157,0.13509257314751547,9.37237,21.060774,0.027066666666666666
900.0,0.6013,0.6013000011444092,0.7446858,0.21607703,0.71287894,0.5080691,0.82426435,0.6246692,0.19959515,0.14348304538999995,9.720193,22.578852,0.03405
950.0,0.5851833333333334,0.585183322429657,0.7543478,0.21307003,0.6905395,0.50456566,0.8344949,0.6412841,0.19321078,0.1691657843738794,10.306589,23.984613,0.0471
1000.0,0.5962666666666666,0.5962666273117065,0.7576515,0.2120113,0.674909,0.49811795,0.8395034,0.6367659,0.20273751,0.1613922035068274,10.777962,25.697908,0.04293333333333333
1050.0,0.58975,0.5897499918937683,0.7680203,0.20851712,0.6452368,0.48960376,0.84733593,0.6540008,0.19333512,0.1782990670338273,11.310181,27.09882,0.04756666666666667
1100.0,0.5697666666666666,0.569766640663147,0.77061844,0.2036841,0.63601243,0.4730544,0.8445848,0.67266333,0.17192149,0.20085978606144586,11.893766,28.494913,0.052533333333333335
1150.0,0.5648,0.564799964427948,0.7722218,0.20484997,0.62772566,0.47766715,0.84529376,0.6773894,0.16790438,0.20742175014217695,12.476919,29.88276,0.0569
1200.0,0.54955,0.54954993724823,0.7879425,0.20200856,0.5841603,0.46816075,0.8649616,0.6939792,0.17098242,0.2383925583727658,12.925681,31.488754,0.06088333333333333
1250.0,0.5555,0.5554999709129333,0.7907497,0.20156218,0.575004,0.4670786,0.86633116,0.6962941,0.17003703,0.2352497512069841,13.450485,32.821724,0.06738333333333334
1300.0,0.5488666666666666,0.5488667488098145,0.794719,0.20144194,0.5603623,0.46643937,0.8725737,0.6999979,0.17257577,0.2458523400617142,14.0142765,34.282627,0.0766
1350.0,0.5689833333333333,0.5690000057220459,0.78535676,0.20291108,0.5870248,0.4699885,0.8495472,0.70061934,0.14892787,0.21638734378317992,14.799113,35.738865,0.07068333333333333
1400.0,0.5677666666666666,0.5677666664123535,0.7906353,0.20208618,0.5702214,0.46742374,0.8547782,0.70637935,0.14839882,0.22289533895055452,15.342051,37.20727,0.08131666666666666
1450.0,0.5444833333333333,0.5444833636283875,0.7970046,0.19690196,0.5486762,0.45058307,0.86316407,0.71792364,0.14524043,0.25252126344243686,15.805661,38.7293,0.08633333333333333
1500.0,0.5554833333333333,0.555483341217041,0.7951033,0.20078835,0.5543153,0.462188,0.85918903,0.7150194,0.14416963,0.2396466747564574,16.418882,40.125225,0.08748333333333333
1550.0,0.5434166666666667,0.5434166193008423,0.79992837,0.19875365,0.53934544,0.45527732,0.8599268,0.7285196,0.1314072,0.25652648474300904,16.863455,41.380646,0.09163333333333333
1600.0,0.5603166666666667,0.5603166818618774,0.80094576,0.2001418,0.53442734,0.45690578,0.8661356,0.7178701,0.14826548,0.24075323690225683,17.509363,42.86759,0.09695
1650.0,0.5667833333333333,0.5667833089828491,0.799686,0.19941464,0.53666216,0.45407456,0.865869,0.71309793,0.15277106,0.23290273110767207,18.250702,44.388622,0.0995
1700.0,0.5472666666666667,0.5472666621208191,0.80822396,0.19747435,0.51160914,0.448562,0.87210506,0.73100406,0.141101,0.261070593837897,18.56965,45.61065,0.1081
1750.0,0.5471833333333334,0.5471833348274231,0.81165045,0.19666241,0.50166845,0.44583222,0.87614226,0.7337186,0.14242369,0.2644671432693799,19.089735,47.003742,0.11331666666666666
1800.0,0.5674333333333333,0.5674499869346619,0.83668184,0.18718313,0.43493608,0.42172563,0.8985825,0.75548166,0.14310086,0.26924849642415843,19.366026,48.34937,0.13631666666666667
1850.0,0.5506666666666666,0.5506666898727417,0.82694834,0.19225962,0.4591795,0.43550673,0.8899779,0.74970466,0.14027321,0.276281734440724,20.13049,49.89574,0.13383333333333333
1900.0,0.5448833333333334,0.5448833107948303,0.8365202,0.18670508,0.43039358,0.41646942,0.8978949,0.7630399,0.13485503,0.2916806961146493,20.56743,51.17663,0.14636666666666667
1950.0,0.5526333333333333,0.5526333451271057,0.8351228,0.18489048,0.43833932,0.41470006,0.8940274,0.7623579,0.13166952,0.28248953270241617,21.036623,52.60445,0.12823333333333334
