beta,acc_reconstruida,acc_guardada,conf_media,conf_std,entropia_media,entropia_std,conf_correcta,conf_incorrecta,brecha_confianza,ece,logit_std,logit_mean_abs,frac_saturada
1.0,0.6473333333333333,0.6473332643508911,0.105494976,0.0028622295,2.3020968,0.00039109396,0.10620726,0.104187556,0.0020197034,0.5418383572896321,0.03153276,0.024318587,0.0
50.0,0.8318,0.8317999839782715,0.47343868,0.18672974,1.6291498,0.41423962,0.50914085,0.29688084,0.21226001,0.358361325006187,1.1495177,0.8847432,0.0
100.0,0.8755833333333334,0.8755833506584167,0.6841837,0.20969537,1.0182856,0.52120376,0.7210474,0.4247555,0.2962919,0.1913995495170355,2.0155623,1.5699518,5e-05
150.0,0.8896166666666666,0.8896166682243347,0.7603203,0.20072104,0.7738893,0.50396556,0.7945744,0.48425615,0.31031823,0.1292963042681416,2.6449172,2.0769265,0.002116666666666667
200.0,0.89475,0.8947499990463257,0.79119813,0.19582297,0.6689384,0.4923245,0.8238268,0.5138149,0.31001186,0.10355190846671658,3.1156607,2.3473043,0.008383333333333333
250.0,0.89325,0.8932499885559082,0.8081568,0.19120674,0.6093625,0.47811905,0.84039503,0.5383966,0.30199844,0.0851112412641446,3.4948251,2.6086793,0.01445
300.0,0.88185,0.8818500638008118,0.8026954,0.19550554,0.61568016,0.4829935,0.83794034,0.53963375,0.29830658,0.07915459156980117,4.098572,3.331271,0.0192
350.0,0.8621,0.8621000051498413,0.79181945,0.20048317,0.62993205,0.48307362,0.83089226,0.5475506,0.28334165,0.07029312705496947,4.438356,5.3339367,0.017333333333333333
400.0,0.8325333333333333,0.8325166702270508,0.7634584,0.21374407,0.7035996,0.5146817,0.8093494,0.53531873,0.2740307,0.06907493299519021,4.8016067,7.2089124,0.0171
450.0,0.80275,0.8027499914169312,0.76321256,0.21712036,0.7025683,0.52187604,0.81801784,0.54017127,0.27784657,0.039537409637868406,5.2898855,9.003255,0.01515
500.0,0.7862,0.7861999869346619,0.7458784,0.22587617,0.7462615,0.5483868,0.80411553,0.5317249,0.27239066,0.04033677188207704,5.717233,10.722934,0.0225
