curva,beta_hidden,beta_output,acc_mean,acc_sem,tiempo_seg
lineal,337.5525240291613,212.64476523474278,0.9519833333333333,0.0009922850546237327,314.6
lineal,337.5525240291613,337.5525240291613,0.9522666666666666,0.003507874739095637,315.2
lineal,337.5525240291613,535.8312317384118,0.8955166666666668,0.0101891645424968,315.0
lineal,337.5525240291613,850.5790609389713,0.9359666666666667,0.00910208563808114,316.0
lineal,337.5525240291613,1350.2100961166457,0.8907666666666666,0.04281351249140685,315.5
lineal,337.5525240291613,2143.3249269536454,0.8602166666666667,0.045220978006361746,317.4
lineal,337.5525240291613,3402.316243755884,0.8954,0.014516791044243282,317.1
lineal,535.8312317384118,53.16119130868569,0.9398666666666667,0.0005448411253309099,312.1
lineal,535.8312317384118,84.38813100729034,0.9412166666666667,0.002736312739327777,313.3
lineal,535.8312317384118,133.95780793460293,0.9531833333333334,0.002228892766142624,314.1
lineal,535.8312317384118,212.64476523474278,0.94815,0.007161820066621794,314.6
lineal,535.8312317384118,337.5525240291613,0.91675,0.021914492921352308,314.2
lineal,535.8312317384118,535.8312317384118,0.9345166666666667,0.007305870293177993,314.4
lineal,535.8312317384118,850.5790609389713,0.9042833333333333,0.02483398582289704,316.2
lineal,535.8312317384118,1350.2100961166457,0.91465,0.0038192494899739996,317.5
lineal,535.8312317384118,2143.3249269536454,0.8629166666666667,0.05378322917732573,316.8
lineal,535.8312317384118,3402.316243755884,0.8423666666666666,0.03540809961743948,316.5
lineal,850.5790609389713,53.16119130868569,0.9373333333333335,0.001966431247679892,312.5
lineal,850.5790609389713,84.38813100729034,0.9461166666666667,0.005698164096801178,314.4
lineal,850.5790609389713,133.95780793460293,0.9520666666666667,0.0018418489100378084,315.1
lineal,850.5790609389713,212.64476523474278,0.93305,0.009055477163941535,313.8
lineal,850.5790609389713,337.5525240291613,0.9120333333333335,0.012260830435291206,315.2
lineal,850.5790609389713,535.8312317384118,0.9175333333333334,0.010563310017154584,315.5
lineal,850.5790609389713,850.5790609389713,0.8350166666666667,0.03283304850412272,316.3
lineal,850.5790609389713,1350.2100961166457,0.7962333333333333,0.10068482268206326,318.2
lineal,850.5790609389713,2143.3249269536454,0.9233833333333333,0.007168074797063458,316.9
lineal,850.5790609389713,3402.316243755884,0.8649,0.046095848210247994,316.6
lineal,1350.2100961166457,53.16119130868569,0.9519833333333333,0.0009922850546237327,314.6
lineal,1350.2100961166457,84.38813100729034,0.9522666666666666,0.003507874739095637,314.4
lineal,1350.2100961166457,133.95780793460293,0.8955166666666668,0.0101891645424968,314.3
lineal,1350.2100961166457,212.64476523474278,0.9359666666666667,0.00910208563808114,314.8
lineal,1350.2100961166457,337.5525240291613,0.8907666666666666,0.04281351249140685,315.3
lineal,1350.2100961166457,535.8312317384118,0.8602166666666667,0.045220978006361746,316.5
lineal,1350.2100961166457,850.5790609389713,0.8943333333333333,0.01368511627306861,317.5
lineal,1350.2100961166457,1350.2100961166457,0.8794666666666666,0.02760661488095171,315.7
lineal,1350.2100961166457,2143.3249269536454,0.8292166666666666,0.029191792352316098,317.2
lineal,1350.2100961166457,3402.316243755884,0.9035166666666666,0.008083465061927796,316.2
lineal,2143.3249269536454,53.16119130868569,0.94815,0.007161820066621794,314.8
lineal,2143.3249269536454,84.38813100729034,0.91675,0.021914492921352308,314.3
lineal,2143.3249269536454,133.95780793460293,0.9345166666666667,0.007305870293177993,314.9
lineal,2143.3249269536454,212.64476523474278,0.9042833333333333,0.02483398582289704,316.7
lineal,2143.3249269536454,337.5525240291613,0.91465,0.0038192494899739996,316.4
lineal,2143.3249269536454,535.8312317384118,0.8782833333333334,0.03116080455862368,316.9
lineal,2143.3249269536454,850.5790609389713,0.9108499999999999,0.013049968071480735,316.2
lineal,2143.3249269536454,1350.2100961166457,0.8725999999999999,0.0366986905609572,316.9
lineal,2143.3249269536454,3402.316243755884,0.9044666666666666,0.011449801874397779,313.5
lineal,2143.3249269536454,2143.3249269536454,0.8590833333333334,0.03736475859931638,316.5
lineal,3402.316243755884,53.16119130868569,0.93305,0.009055477163941535,314.4
lineal,3402.316243755884,84.38813100729034,0.9120333333333335,0.012260830435291206,316.4
lineal,3402.316243755884,133.95780793460293,0.9175333333333334,0.010563310017154584,316.7
lineal,3402.316243755884,212.64476523474278,0.8350166666666667,0.03283304850412272,317.5
lineal,3402.316243755884,337.5525240291613,0.86465,0.026709060052515696,318.8
lineal,3402.316243755884,535.8312317384118,0.8753500000000001,0.01933672384063259,316.6
lineal,3402.316243755884,850.5790609389713,0.9022166666666666,0.019096310483286423,317.1
