modelo,intercept,coef_log_sigma_W,coef_log_paso_medio,R2_in,R2_loocv,n
v3_30combos,-24.727885899496027,-2.9945181284270888,-0.6181706535759828,0.9295466239311728,0.9052917198575741,30
v3_rango_1e-3_a_2e-1,-26.211801973021757,-3.1503372255562323,-0.6441128493311483,0.9384718508076471,0.8952645884135091,15
