nombre,ratio_mediana,ratio_min,ratio_max,rmse_log
v2_produccion (evaluada en rango 1e-3..2e-1),0.9396317489836234,0.7334509993474894,1.2641780824582878,0.17183254409364018
"reajuste_30combos (LOOCV, evaluado en rango)",0.9628954448616516,0.728672844248499,1.5000022674647762,0.19399568466257336
reajuste_rango_1e-3_a_2e-1 (LOOCV),0.9700908078726098,0.7243350269931805,1.4731567053339754,0.20441328605733955
