beta,acc_reconstruida,acc_guardada,conf_media,conf_std,entropia_media,entropia_std,conf_correcta,conf_incorrecta,brecha_confianza,ece,logit_std,logit_mean_abs,frac_saturada
1.0,0.64855,0.6485499739646912,0.105549596,0.002899185,2.3020878,0.0004015497,0.106260955,0.10423686,0.0020240918,0.5430004037499427,0.031804886,0.024523648,0.0
50.0,0.8343666666666667,0.8343666791915894,0.46384746,0.18293987,1.6562971,0.40169975,0.49840686,0.28975698,0.20864987,0.3705191781312227,1.1192756,0.87427884,0.0
100.0,0.8742,0.8742000460624695,0.65428543,0.20964809,1.1129953,0.51378286,0.6908897,0.39991766,0.29097205,0.2199146136340996,1.8711089,1.5346086,3.3333333333333335e-05
150.0,0.8877666666666667,0.8877666592597961,0.72203,0.20580848,0.8999098,0.5123989,0.7565075,0.44931242,0.3071951,0.1657366895611088,2.3665357,2.0356584,0.00028333333333333335
200.0,0.8857666666666667,0.8857666254043579,0.74396896,0.20496678,0.82110476,0.51023203,0.77910113,0.47155416,0.30754697,0.14179762562761702,2.739838,2.2892816,0.0013333333333333333
250.0,0.8884833333333333,0.8884833455085754,0.7579776,0.20285949,0.7733879,0.5034524,0.7927719,0.48076248,0.3120094,0.13055408126662177,2.9873643,2.256497,0.00235
300.0,0.85755,0.8575499653816223,0.7425763,0.20815861,0.7980953,0.503839,0.78430814,0.4913502,0.29295793,0.1149737017586827,3.3151858,2.411065,0.0027166666666666667
350.0,0.8632166666666666,0.8632166981697083,0.7450429,0.20636822,0.78680044,0.4971073,0.78450686,0.4959926,0.28851426,0.11821562456587952,3.5218968,3.016673,0.0033666666666666667
400.0,0.8343833333333334,0.8343833684921265,0.7411664,0.21199544,0.78918105,0.50990963,0.78658557,0.5123427,0.27424288,0.09321696692556142,3.7690232,4.187657,0.005716666666666667
450.0,0.8108333333333333,0.8108333349227905,0.721206,0.22043513,0.83475035,0.527239,0.77164114,0.5050242,0.26661694,0.08962728971342246,4.3997393,4.2900844,0.00525
500.0,0.8152333333333334,0.8152333498001099,0.72544694,0.2142069,0.8098189,0.5062829,0.77193916,0.5203129,0.25162625,0.08978636134713885,4.5678563,6.921068,0.007183333333333333
550.0,0.7539833333333333,0.7539833188056946,0.7277128,0.21921593,0.79791075,0.51628035,0.7917176,0.5315529,0.26016468,0.02627772437880435,4.8564773,7.2031026,0.009416666666666667
600.0,0.7570333333333333,0.7570333480834961,0.7242199,0.2174232,0.79900795,0.5089896,0.78390706,0.5382472,0.24565983,0.032813437426090226,5.30747,8.498252,0.013666666666666667
650.0,0.7335833333333334,0.7335833311080933,0.73511857,0.21613082,0.7666053,0.50823075,0.7975695,0.5631582,0.2344113,0.01110877153327068,5.5646553,9.353052,0.0137
700.0,0.7305333333333334,0.7305333018302917,0.7520841,0.21284963,0.7202784,0.50734633,0.81597704,0.5788677,0.23710936,0.022886065720021723,6.1522827,11.55866,0.0235
750.0,0.6970833333333334,0.6970832943916321,0.7217192,0.21450074,0.7851378,0.49742538,0.7870741,0.5713219,0.21575218,0.02964730276068052,6.5095263,11.800808,0.01985
800.0,0.7090333333333333,0.7090333104133606,0.76194036,0.20503421,0.67629564,0.4777023,0.8249312,0.60844296,0.21648824,0.052922051642586766,7.4974284,15.321587,0.0286
850.0,0.69775,0.6977499723434448,0.7720926,0.20552385,0.6422353,0.4779475,0.8344167,0.6282159,0.20620078,0.07434258065521715,8.059244,17.316639,0.043583333333333335
900.0,0.6830166666666667,0.6830166578292847,0.76688826,0.20151116,0.6608278,0.46446148,0.828872,0.6333295,0.19554251,0.0838715672897796,8.572018,17.37575,0.0231
950.0,0.6848,0.6848000288009644,0.76690596,0.20391254,0.6454808,0.46648595,0.828786,0.6324662,0.19631982,0.08214145365307728,8.817702,19.2601,0.032183333333333335
1000.0,0.6785,0.6784999966621399,0.76529944,0.20050853,0.64591306,0.4550936,0.81955296,0.6508016,0.16875136,0.08704186409215134,9.299372,19.672035,0.0315
1050.0,0.6740833333333334,0.6740833520889282,0.78008837,0.20567752,0.61313355,0.4809162,0.84478235,0.6462835,0.19849885,0.10603986833021044,9.924943,21.727552,0.05753333333333333
1100.0,0.6594666666666666,0.6594666242599487,0.7851969,0.20182848,0.6016345,0.46950954,0.8503334,0.6590555,0.19127792,0.12573022721831997,9.9457445,22.65056,0.06046666666666667
1150.0,0.6647666666666666,0.6647666692733765,0.80395734,0.19365412,0.5419617,0.4387976,0.8630674,0.6867422,0.1763252,0.13923420536865794,11.120695,25.14504,0.05475
1200.0,0.6473,0.6473000049591064,0.79414135,0.20618783,0.5666057,0.47927445,0.86253786,0.6686151,0.19392276,0.14687146725704275,11.341549,25.799856,0.064
1250.0,0.61265,0.6126500368118286,0.7936086,0.19582517,0.5660028,0.4490757,0.85973924,0.6890137,0.17072552,0.18095868781333171,13.38072,25.851393,0.07261666666666666
1300.0,0.6790166666666667,0.6790167093276978,0.7990994,0.20116885,0.5518107,0.46400088,0.86042213,0.6693761,0.19104606,0.12008284289787216,12.885491,28.783396,0.08321666666666666
1350.0,0.6653,0.6653000116348267,0.8140133,0.1903357,0.5014438,0.4261806,0.8723011,0.69815195,0.17414916,0.14871336099704102,13.258532,31.62328,0.07456666666666667
1400.0,0.65955,0.6595500111579895,0.8199757,0.19255246,0.48681107,0.43750474,0.8782911,0.7070018,0.17128927,0.16061793816958866,13.751378,33.731937,0.11381666666666666
