carpeta,inl_tag,pulsos_pot,a_pot,inl_pot,N_in,sigma_W,paso_medio_pot,V_rms,beta_pred_kappa1,beta_pred_kappa_geomean,beta_optimo_empirico,acc_optima_empirico,kappa_implicado,kappa2_implicado_paso_medio
beta_grid_search_SP_INL_1e-2_p_100,1e-2,100,98.55,0.009984686048393763,784,0.00037894715467132,9.038186628152797e-06,0.3346678634965717,281.61080039766944,273.2799183573328,350.0,0.90906656,1.2428500593931644,0.029642947965526367
beta_grid_search_SP_INL_1e-2_p_200,1e-2,200,197.99,0.009996308077117336,784,0.0003796377358038872,4.509497271899518e-06,0.3346678634965717,281.0985354483751,272.7828077233558,750.0,0.9162667,2.6681035488274203,0.031692860166034835
beta_grid_search_SP_INL_1e-2_p_50,1e-2,50,48.83,0.009959610328542564,784,0.0003788536935065756,1.8154351307559363e-05,0.3346678634965717,281.6802722646748,273.34733504062956,250.0,0.8946592,0.8875310932854145,0.042529745756869596
beta_grid_search_SP_INL_2e-1_p_100,2e-1,100,11.82,0.1999998164113142,784,0.0005562547970866704,9.090739130297238e-06,0.3346678634965717,191.84663591994595,186.17124388445748,100.0,0.86573416,0.5212496926020019,0.008518659078555525
beta_grid_search_SP_INL_2e-1_p_200,2e-1,200,23.76,0.20001388454499738,784,0.0005564714269124386,4.522570098551309e-06,0.3346678634965717,191.77195157623373,186.0987689249622,200.0,0.8895958,1.042905379833377,0.008475929685415618
beta_grid_search_SP_INL_2e-1_p_50,2e-1,50,5.85,0.1999355340856478,784,0.0005570352989492938,1.8366682118813327e-05,0.3346678634965717,191.5778259236028,185.91038608443503,100.0,0.8478983,0.521981077496296,0.01721086713982704
