beta,acc_reconstruida,acc_guardada,conf_media,conf_std,entropia_media,entropia_std,conf_correcta,conf_incorrecta,brecha_confianza,ece,logit_std,logit_mean_abs,frac_saturada
1350.0,0.91195,0.9119499325752258,0.8969041,0.15287162,0.31096873,0.3671628,0.9204303,0.65323895,0.26719135,0.015427939379711968,8.8602295,6.5332,0.13436666666666666
1400.0,0.9077166666666666,0.9077166318893433,0.894694,0.15522604,0.31497875,0.37232816,0.91890734,0.6565253,0.26238203,0.013192332363128693,9.099765,6.7596035,0.13533333333333333
1450.0,0.907,0.906999945640564,0.8928136,0.15566109,0.3184653,0.37047768,0.9166805,0.66004646,0.25663406,0.015688426190118003,9.513642,8.119339,0.13868333333333333
1500.0,0.9032666666666667,0.9032667279243469,0.8911911,0.158149,0.32026425,0.37309515,0.91704375,0.6497876,0.26725614,0.012247944950063991,10.301218,10.099293,0.15
1550.0,0.8989,0.898900032043457,0.8914198,0.15899216,0.31894,0.37681088,0.91816324,0.6536396,0.26452363,0.00839164628535508,11.074267,12.54345,0.1494
1600.0,0.9015333333333333,0.901533305644989,0.8897939,0.15875098,0.32488406,0.37647584,0.9157686,0.6519762,0.2637924,0.012433102683971292,10.830767,12.234724,0.14683333333333334
1650.0,0.89245,0.8924500346183777,0.88209236,0.16492473,0.34254754,0.38962072,0.91027427,0.6482399,0.26203436,0.013182626335074487,12.529941,16.058905,0.13513333333333333
1700.0,0.8917666666666667,0.8917666673660278,0.8812905,0.16471393,0.34311658,0.38501903,0.91004485,0.64437443,0.26567042,0.01169966479664046,12.307439,16.031422,0.13696666666666665
1750.0,0.8871166666666667,0.8871166110038757,0.88146263,0.1655913,0.3413895,0.38572899,0.9116066,0.6445694,0.2670372,0.006722572336345925,12.318077,17.0186,0.14518333333333333
1800.0,0.8765666666666667,0.8765667080879211,0.8723371,0.17341289,0.36392975,0.4095275,0.9034428,0.6514381,0.25200468,0.013674109229942184,12.381473,18.917189,0.15715
1850.0,0.8856333333333334,0.8856333494186401,0.8811393,0.16647874,0.34216347,0.39206028,0.9105585,0.65332204,0.25723648,0.010704443251589922,12.787925,19.476667,0.15265
1900.0,0.87895,0.8789499998092651,0.881818,0.16540167,0.33620605,0.38456756,0.9118602,0.66367996,0.24818027,0.0076514423556626006,13.129691,20.625875,0.15975
1950.0,0.8781166666666667,0.8781167268753052,0.8778388,0.16917019,0.34643728,0.39243525,0.9089879,0.65342283,0.25556505,0.008985014942040062,13.819041,22.874928,0.15226666666666666
